Library;Function
/lib/x86_64-linux-gnu/libstdc++.so.6;__cxa_end_catch@CXXABI_1.3
/lib/x86_64-linux-gnu/libstdc++.so.6;__cxa_guard_acquire@CXXABI_1.3
/lib/x86_64-linux-gnu/libstdc++.so.6;__cxa_guard_release@CXXABI_1.3
/lib/x86_64-linux-gnu/libstdc++.so.6;__cxa_thread_atexit@CXXABI_1.3.7
/lib/x86_64-linux-gnu/libstdc++.so.6;__gxx_personality_v0@CXXABI_1.3
/lib/x86_64-linux-gnu/libstdc++.so.6;exit@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libstdc++.so.6;free@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libm.so.6;feclearexcept@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libm.so.6;fesetround@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libm.so.6;fetestexcept@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libm.so.6;frexp@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libm.so.6;ldexp@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libm.so.6;pow@GLIBC_2.29
/lib/x86_64-linux-gnu/libm.so.6;sqrt@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;__assert_fail@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;__cxa_atexit@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;__cxa_thread_atexit@CXXABI_1.3.7
/lib/x86_64-linux-gnu/libc.so.6;__fprintf_chk@GLIBC_2.3.4
/lib/x86_64-linux-gnu/libc.so.6;__isoc23_fscanf@GLIBC_2.38
/lib/x86_64-linux-gnu/libc.so.6;__libc_start_main@GLIBC_2.34
/lib/x86_64-linux-gnu/libc.so.6;__printf_chk@GLIBC_2.3.4
/lib/x86_64-linux-gnu/libc.so.6;__sprintf_chk@GLIBC_2.3.4
/lib/x86_64-linux-gnu/libc.so.6;__stack_chk_fail@GLIBC_2.4
/lib/x86_64-linux-gnu/libc.so.6;calloc@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;exit@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;fclose@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;fflush@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;fopen@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;fputc@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;fputs@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;free@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;frexp@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;fwrite@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;getrusage@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;ldexp@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;malloc@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;memcpy@GLIBC_2.14
/lib/x86_64-linux-gnu/libc.so.6;memmove@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;putchar@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;puts@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libc.so.6;qsort@GLIBC_2.2.5
/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2;free@GLIBC_2.2.5
/lib/x86_64-linux-gnu/libgcc_s.so.1;_Unwind_Resume@GCC_3.0
/lib/x86_64-linux-gnu/libgcc_s.so.1;pow@GLIBC_2.29
